address,maxClaimable,price,currencyAddress
0xa435530d50d7D17Fd9fc6E1c897Dbf7C08E12d35,1,0,0x0000000000000000000000000000000000000000
0x7054cA242E23C8bf4E4a6f10F177E4342E60B1f1,1,0,0x0000000000000000000000000000000000000000
0x229A2C96fCF5B7165E6f0dF369B545A7e7dD2d81,1,0,0x0000000000000000000000000000000000000000
0xc88F9CB5c4809F3140cdE88D2DE90F1aD360ecf5,1,0,0x0000000000000000000000000000000000000000
0x5F799f365Fa8A2B60ac0429C48B153cA5a6f0Cf8,1,0,0x0000000000000000000000000000000000000000
0xdD094c8f7FceDE76A7d724068fd73aCdF9b9Ea80,1,0,0x0000000000000000000000000000000000000000
0x9b667FA9EF908407Dc90ad0274039fA2fd0007b3,1,0,0x0000000000000000000000000000000000000000
0xe9Fa9BeAC3b5F92049CA57B026f165f32795E58e,1,0,0x0000000000000000000000000000000000000000
0xbb00f2E53888E60974110d68F1060e5eAAB34790,1,0,0x0000000000000000000000000000000000000000
0x626FbEc648F527069DA6d7D9af0E2bC23fcbed93,1,0,0x0000000000000000000000000000000000000000
0xd5bb4094B40802c64E79ba8eaCF39A81a8Da1BEd,1,0,0x0000000000000000000000000000000000000000
0x25DD70C59Da84861565C806dBC582429AA0daeD5,1,0,0x0000000000000000000000000000000000000000
0x22E403f079f68f8B5d8F27F99b3a0c528e92755e,1,0,0x0000000000000000000000000000000000000000
0x4B864e118890F26A214fb1C7E863329C92fb2638,1,0,0x0000000000000000000000000000000000000000
0xaa93840C66058F61814192742Dbc4f3f8346c16b,1,0,0x0000000000000000000000000000000000000000
0x35689DC33bb8E1a1dCD0b767b28bbc0cc53f3298,1,0,0x0000000000000000000000000000000000000000
0xDe2DBb7f1C893Cc5E2f51CbFd2A73C8a016183a0,1,0,0x0000000000000000000000000000000000000000
0x00080000158A9930aeb508823103b0a977161c47,1,0,0x0000000000000000000000000000000000000000
0xCfa5AaFf65384A83129597FBC8E78529Cc7DfB3a,1,0,0x0000000000000000000000000000000000000000
0x6Cd57998cC8A6Ad4Cef6D5991Df0b7417b85aBf5,1,0,0x0000000000000000000000000000000000000000
0x548dE799a0d166c1D92FF6481976697e300fdB9c,1,0,0x0000000000000000000000000000000000000000
0x4FC9F6c4DbCF314f5e9e9f1B73ceF81fAf32eC1d,1,0,0x0000000000000000000000000000000000000000
0x3513B9726Ffe68E7DAb720884924780e6C10C271,1,0,0x0000000000000000000000000000000000000000
0x55B349eDebeCB11A787eF88563309bcA6e832C9C,1,0,0x0000000000000000000000000000000000000000
0x64fA9147A8999b8d9abaCbf9456f19b2C13f67c5,1,0,0x0000000000000000000000000000000000000000
0x52079cb2859d58444B368a2506e9eC0b2ff7E777,1,0,0x0000000000000000000000000000000000000000
0x5C1E6bA712e9FC3399Ee7d5824B6Ec68A0363C02,1,0,0x0000000000000000000000000000000000000000
0xf00caa359F316F55602Fec9c58562e03eaFB15be,1,0,0x0000000000000000000000000000000000000000
0xEB8985CA42E6a8d6D2A08E0F61755d72b7fAaE93,1,0,0x0000000000000000000000000000000000000000
0x43799E28b96D18548b496558Bc816A3F88C8038B,1,0,0x0000000000000000000000000000000000000000
0xB6e72856EAC9Cd24F5a70c4De80d343A0d0DCF6A,1,0,0x0000000000000000000000000000000000000000
0xE90Eee57653633E7558838b98F543079649c9C2F,1,0,0x0000000000000000000000000000000000000000
0x0a0357e50Db54027f39373db16EF3461CE770FEB,1,0,0x0000000000000000000000000000000000000000
0xd53c34272c588fa830e56Cd792BC3f01E8931146,1,0,0x0000000000000000000000000000000000000000
0x270602c9227c268eaA76aF0d25A6391de9345330,1,0,0x0000000000000000000000000000000000000000
0xb0b10CB19BBf3199A3a2Ed1dFdEa4E4344B18637,1,0,0x0000000000000000000000000000000000000000
0x5D0aC389c669D6EFE3BA96B9878d8156f180C539,1,0,0x0000000000000000000000000000000000000000
0xf4A8AF1A1a4994Cd3417Bb1c7e562b276680DCeA,1,0,0x0000000000000000000000000000000000000000
0xd3bA9402e76eC8f26B913A07EF432e91933A3BBa,1,0,0x0000000000000000000000000000000000000000
0xaEdDC75fd1aA2E0EE58046dF5eBaBF3434B1AF2C,1,0,0x0000000000000000000000000000000000000000
0x247f4890b903B1a09311b1Eee989D1966AB695a2,1,0,0x0000000000000000000000000000000000000000
0x49Cd62ace054377EB0c97a109EB1968023b87220,1,0,0x0000000000000000000000000000000000000000
0xF7CB4Ec8118B55FbF3ca80DA392B8cf2634830DD,1,0,0x0000000000000000000000000000000000000000
0xc3f956B61D1b6d5f2Dc6f093A288Bf884b831692,1,0,0x0000000000000000000000000000000000000000
0xc40acEae612252a9722529243BC425eAE6c96036,1,0,0x0000000000000000000000000000000000000000
0xDe0e14E314eC13caBC21272f9dD27dEc0C92B504,1,0,0x0000000000000000000000000000000000000000
0x50639122Ee2aF88dF72C51114AB58283A3F44C2C,1,0,0x0000000000000000000000000000000000000000
0xA7335b93ACef9A799e4C2A8dc559292f222D055C,1,0,0x0000000000000000000000000000000000000000
0x33B44ed09fe9002c101dB139DbEEE488a825875A,1,0,0x0000000000000000000000000000000000000000
0xeCb0b10c45A48b78b7459B71E396e705D9dF84f3,1,0,0x0000000000000000000000000000000000000000
0xDc55a319982809E1635f0b12Ca5d24D854c66050,1,0,0x0000000000000000000000000000000000000000
0xB39ED41edD5BC794027fbbEc44B957B38390493F,1,0,0x0000000000000000000000000000000000000000
0xAeF1C5D2Aea2037A087e01C64c3a71D98ae517f2,1,0,0x0000000000000000000000000000000000000000
0x7542c590953FCF13B0c36899783fE51DB2d19dab,1,0,0x0000000000000000000000000000000000000000
0x4189B5B36213E17963e0D8fd461D6512758e9ec6,1,0,0x0000000000000000000000000000000000000000
0xC2ADFFDB6cbc0C687B28645965F53cFD50e9c8aA,1,0,0x0000000000000000000000000000000000000000
0x1e217DA137F03B9Fde861537391B6d3bbC29E5C3,1,0,0x0000000000000000000000000000000000000000
0x9B85BA0fc6D69e3965ceFC60e6EdEd1034856233,1,0,0x0000000000000000000000000000000000000000
0x4107A0A4a50AC2c4cc8C5a3954Bc01ff134506b2,1,0,0x0000000000000000000000000000000000000000
0x146B2e5066D6f6e07b5dFc4DDBf456cfd9F25DCe,1,0,0x0000000000000000000000000000000000000000
0xD3C31F051Bdd2aEb0fFeC7F47B5Fa018aF2A187C,1,0,0x0000000000000000000000000000000000000000
0x823f536E91757d0364F1103D09110f2BE0e0DC33,1,0,0x0000000000000000000000000000000000000000
0x025BeDB808D06b4fF7fA9E7BEa949ECe206ed967,1,0,0x0000000000000000000000000000000000000000
0xb707E9c5790c19Eb42871208879FaE9820E536f1,1,0,0x0000000000000000000000000000000000000000
0xDC54408c5209628b098Cb2AAb421A33Dd072135E,1,0,0x0000000000000000000000000000000000000000
0x8fa8094ce124635050700c06d9D7096110fE7d79,1,0,0x0000000000000000000000000000000000000000
0x91c5e6f9246832892C2AC21bE1535372111362B3,1,0,0x0000000000000000000000000000000000000000
0x939c7791a6688bA91764973A14CcB14053C7c435,1,0,0x0000000000000000000000000000000000000000
0x31EA2730A76c7d480bba0267Eb91d02a3087ea88,1,0,0x0000000000000000000000000000000000000000
0x50E2e43BD7a1E989160361819FF60A6717907354,1,0,0x0000000000000000000000000000000000000000
0x3b0537e61e5B3E708821592251F734BFC68390af,1,0,0x0000000000000000000000000000000000000000
0x42d6FCD0aDB387BaAe94De142c11ef64508955bD,1,0,0x0000000000000000000000000000000000000000
0xf3AB5AaB5F1672A8dcbdA3e8159189b17aa43bA1,1,0,0x0000000000000000000000000000000000000000
0x736CAcd2d42615619c3bBE78C7fbc38b69D2320C,1,0,0x0000000000000000000000000000000000000000
0xeC7c06A0F8D7C4151d8eC04f7ce282352ad53731,1,0,0x0000000000000000000000000000000000000000
0x6eA748d14f28778495A3fBa3550a6CdfBbE555f9,1,0,0x0000000000000000000000000000000000000000
0x84f8ed17BA74C5bfe015a0D771428C41275D3b5b,1,0,0x0000000000000000000000000000000000000000
0xb710F0F01728a7614334C86CeD21cb385C82DC72,1,0,0x0000000000000000000000000000000000000000
0xf42D358C9D886ce8D509E1CF3509b18a9354Fcf7,1,0,0x0000000000000000000000000000000000000000
0x9E8e80747fcfbde73aF295480cE084c274292E53,1,0,0x0000000000000000000000000000000000000000
0x4624C8BDe33545893BaC01a999DDa0F9296B3588,1,0,0x0000000000000000000000000000000000000000
0x70a213A89EBD8163D9F9FCBF406A96A6AF338e4e,1,0,0x0000000000000000000000000000000000000000
0xe576e18E38F5d2dC8cc210a4C8A0E1b2309b807f,1,0,0x0000000000000000000000000000000000000000
0x5F813f7135a73B4360527F6428D5D8DbcD48a39E,1,0,0x0000000000000000000000000000000000000000
0x77d2822cC311bF6972412d98c9D77540Bc0B0837,1,0,0x0000000000000000000000000000000000000000
0x5Da3850b94699580439B1C83783ad40847990ecD,1,0,0x0000000000000000000000000000000000000000
0x7d49BA90Cc67fc0E7149Cc342d17334c37DeDbdD,1,0,0x0000000000000000000000000000000000000000
0x791f0dfc8F084c8261338Bb5b91f02A74417dAAe,1,0,0x0000000000000000000000000000000000000000
0x4d28975B4Ed2a1a9A00C657f28344DCe37EE0Ac6,1,0,0x0000000000000000000000000000000000000000
0x25cBDFc4b88462d842b58EA6da42B022A14A1Bdb,1,0,0x0000000000000000000000000000000000000000
0xCBCf6e7363A3D1E43B7FCBE08fC8EEb3AaE85708,1,0,0x0000000000000000000000000000000000000000
0x13376824deA4Ea56Beb99fd0f46b6E24c46F12DA,1,0,0x0000000000000000000000000000000000000000
0x2e55Fe51CC2144eD4aE6491c092B758b8c8ad1A5,1,0,0x0000000000000000000000000000000000000000
0x8FC129eB204f8e4CA740389C279CBb3C89A7Cc9b,1,0,0x0000000000000000000000000000000000000000
0xC3417e35C2759f98E2D65e7059aF623a1A55c1bC,1,0,0x0000000000000000000000000000000000000000
0x69E6e0cb93a807B9f991A22e0a4d540f36F6b34F,1,0,0x0000000000000000000000000000000000000000
0x173a2342289AD0a836Bef064087545907A65EbAd,1,0,0x0000000000000000000000000000000000000000
