address,maxClaimable,price,currencyAddress
0x96b4e28849B2557B66778ecdcBCca259C5F6c6e3,1,0,0x0000000000000000000000000000000000000000
0xe0354d9294bea2165A8a965587F3e34411bA45f0,1,0,0x0000000000000000000000000000000000000000
0x4AC31127d2204D1F03d8bd634B57bDF5eABECEc5,1,0,0x0000000000000000000000000000000000000000
0x17d37807e1Cb954AF8526674e1D15Ff432e80Cd5,1,0,0x0000000000000000000000000000000000000000
0x26c795A469719C032473687C8cc9e156b6fea660,1,0,0x0000000000000000000000000000000000000000
0x61d7C6572922a1ECff8fCE8B88920f7EAaAB1DaE,1,0,0x0000000000000000000000000000000000000000
0x6F0BA2B7eCa0c46EB63AA682B9d63C38c7E8b1D5,1,0,0x0000000000000000000000000000000000000000
0x12A0D0019C11D7Ff7514a6aa93BB763277e7801d,1,0,0x0000000000000000000000000000000000000000
0xCEC536d6c6edF36d400Dea111667a5fFF873cB92,1,0,0x0000000000000000000000000000000000000000
0xBbEe8A8bB23e074Bc501257793ca58414Bdd1A8c,1,0,0x0000000000000000000000000000000000000000
0x4e9e3d4e05C4c86fEa1f489FFdAe6Db20e94Fdb9,1,0,0x0000000000000000000000000000000000000000
0x73729109C20eE5E6A3B22309C2Dcd2CDac5a953E,1,0,0x0000000000000000000000000000000000000000
0xECbfb2486e29432D0f8B5b0b8f24d7c6f02B70D5,1,0,0x0000000000000000000000000000000000000000
0xdBa1adac5B6E6D5e5e7FE5CEdA767B918b7b1FD4,1,0,0x0000000000000000000000000000000000000000
0x5EDb3A936ac2560d5cFCDFFd162919C6D9Bec70A,1,0,0x0000000000000000000000000000000000000000
0xa9364084f75af39C58569057F9381f8E16BADAD7,1,0,0x0000000000000000000000000000000000000000
0x46312EB0a6E7da1E81B33f76b7daa421097719F8,1,0,0x0000000000000000000000000000000000000000
0x1593b1a5C5942aa49Af1Ae1cCf3d7deF33a0d011,1,0,0x0000000000000000000000000000000000000000
0xB8048009959Df63aAa439fE0c1448b46d805a464,1,0,0x0000000000000000000000000000000000000000
0x81aFcF6Dd79897cBa488471eCEc2f41BF3f7CA9B,1,0,0x0000000000000000000000000000000000000000
0x46569951d6121fD3B6ba2eF9Aa760676FfC2356c,1,0,0x0000000000000000000000000000000000000000
0x5A28769791dE35b1BE82983a0f5e8aB6D5215722,1,0,0x0000000000000000000000000000000000000000
0x2cf4F181D22be14b1B600ce3498B61f4a2D1898D,1,0,0x0000000000000000000000000000000000000000
0xcFb940B4D75a07859c35CE8bc8deA02BE45bE906,1,0,0x0000000000000000000000000000000000000000
0x768ed35CF5E45F40B60e40EF2F6b277178bA0c7A,1,0,0x0000000000000000000000000000000000000000
0xA6e3475e2d4A9937b61be131407598ed188b54f3,1,0,0x0000000000000000000000000000000000000000
0xb8D51CBFfFd6B486F9cF93Fd8D141173184E04F5,1,0,0x0000000000000000000000000000000000000000
0xDA1480828D9EfEb694DA1809b1bB251CF5eB7441,1,0,0x0000000000000000000000000000000000000000
0x0baeF0414391b623343b397466Cf9921fbd391EF,1,0,0x0000000000000000000000000000000000000000
0x4666cC7615F3BC2B21365c71f8073DAab0B5600A,1,0,0x0000000000000000000000000000000000000000
0x3E5ce22955470ee493D7edd0CaEfF7d3c5B46528,1,0,0x0000000000000000000000000000000000000000
0x5d89478d473049D89620ED5B8891887268349572,1,0,0x0000000000000000000000000000000000000000
0x9E8cA69D55B5Fdb11b4Ee0aE2b4368bA27ce6B62,1,0,0x0000000000000000000000000000000000000000
0xE86db005137202E03Cc6171F2c0631029Df481F6,1,0,0x0000000000000000000000000000000000000000
0xCB21dd698c266B73EE772cF78F0f74C191A14e0d,1,0,0x0000000000000000000000000000000000000000
0x96035eE7da3C152c299cf06e09423D4Ff5394e8F,1,0,0x0000000000000000000000000000000000000000
0x4A9026e6332b3DCb52E3D4d3CCbDfA3eeB73c23f,1,0,0x0000000000000000000000000000000000000000
0xdB36e1fa10690F5Dcd1A74C2957Efc65Cf834A1a,1,0,0x0000000000000000000000000000000000000000
0x9f55F565Ad9E707a613C9678Cc615C900eEbcCA2,1,0,0x0000000000000000000000000000000000000000
0xD2a4227F6490E7a365E3D887c2B14f687D181f76,1,0,0x0000000000000000000000000000000000000000
0x1d1661Cb61BF5e3066F17F82099786d0fCc49d46,1,0,0x0000000000000000000000000000000000000000
0xbFe4891e8df6a676148eC550BE6d72c2950B655b,1,0,0x0000000000000000000000000000000000000000
0x1047241D0297F75a07e6D49148d4e76FF1b201fb,1,0,0x0000000000000000000000000000000000000000
0x5B1059b0d6d496a352dE97352FF7e41C5947606A,1,0,0x0000000000000000000000000000000000000000
0xb526D7Fe2DdC4B69926aB00d493E19031e749639,1,0,0x0000000000000000000000000000000000000000
0x80d6f0D67Dc8bB82c53Ebb2cdae9829917F085a0,1,0,0x0000000000000000000000000000000000000000
0x46970aE7E554fec1EDCf087e58bAe422c515A12b,1,0,0x0000000000000000000000000000000000000000
0x8Cefe89b41C55f3a91F2238b901c56F0F80f0837,1,0,0x0000000000000000000000000000000000000000
0x3709eA03772585AA799eecb095102A7fe1514FAe,1,0,0x0000000000000000000000000000000000000000
0xcB652D0d0A94745672bb9933965A89e788A1ccde,1,0,0x0000000000000000000000000000000000000000
0x9C412d18f7F7b771cc0aEA9De3eAB1A2fFc5c0bF,1,0,0x0000000000000000000000000000000000000000
0xde5469f19BA75B0778AeE9Aa65775c807E25D80a,1,0,0x0000000000000000000000000000000000000000
0xf8cFA82572F46E24A6b4Ea886918EBf72ca6DFD1,1,0,0x0000000000000000000000000000000000000000
0x952815eA349a0c10db5d854a16A27d768e85053e,1,0,0x0000000000000000000000000000000000000000
0x30aC049d85bFf91c71cBe30d67c4Aea00CE6dBdD,1,0,0x0000000000000000000000000000000000000000
0xA5FA00057d3b530b3Cf0b30c4A3D6EE24Cd0944C,1,0,0x0000000000000000000000000000000000000000
0xBb803C3a3fC44cE8D593fECEf7ffDD5fF1721755,1,0,0x0000000000000000000000000000000000000000
0xb3A3398E6edfa8c98A1B6a679F205575F4a0A346,1,0,0x0000000000000000000000000000000000000000
0xA94e4CEdF61f8977170789A9E7518DD967c349C1,1,0,0x0000000000000000000000000000000000000000
0xb4628f71581f45303e551110b95615d807CFE628,1,0,0x0000000000000000000000000000000000000000
0xA15b90C346e59cb7e769D2C5b93790AE0E65AAC0,1,0,0x0000000000000000000000000000000000000000
0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,1,0,0x0000000000000000000000000000000000000000
0xcFa0257918649A7c6d463cF9bec229f830a13534,1,0,0x0000000000000000000000000000000000000000
0x597d2296Bb3AcDF50e875Bfa448baA2bFB511427,1,0,0x0000000000000000000000000000000000000000
0xc475fAB860cE2fBa77029152154C6848944B53a8,1,0,0x0000000000000000000000000000000000000000
0x0ee428deebbbB36695157aAd9130171374694e04,1,0,0x0000000000000000000000000000000000000000
0x7ab066BCD945264e1B1C8d451CB3517c973e676c,1,0,0x0000000000000000000000000000000000000000
0x2f45724d7E384b38D5C97206e78470544304887F,1,0,0x0000000000000000000000000000000000000000
0x05B44fbd3Bf5b2b293FDe4F97831612D0708D7A7,1,0,0x0000000000000000000000000000000000000000
0x4e968d77aEC3E74aA0884ac3Cf13C3f98C570f38,1,0,0x0000000000000000000000000000000000000000
0xB9893DeE837b4FfdcE39522dC06069A94D30889E,1,0,0x0000000000000000000000000000000000000000
0x20D72B00db3D840405a119F28A5De139ad926397,1,0,0x0000000000000000000000000000000000000000
0x5A81e758520A43852871CF86d1510603c35609B9,1,0,0x0000000000000000000000000000000000000000
0x611e72FE279855fCe469E01bf4Bf52aA1c63C536,1,0,0x0000000000000000000000000000000000000000
0x4f5926f337a6d9cE1D0D4b37Eb6D45488c3859D5,1,0,0x0000000000000000000000000000000000000000
0xBEF8E21E8C5B2A7eBBD167a60C7127c0C91Ad611,1,0,0x0000000000000000000000000000000000000000
0xf9938356c9033204CcDF9e0CdD2D3FaEbb16202e,1,0,0x0000000000000000000000000000000000000000
0xBCef862BDE3928c60CE69C976a570034F6AA533b,1,0,0x0000000000000000000000000000000000000000
0x3b19bd2CE78bdfC44D62F0070A86967bB0Bd7426,1,0,0x0000000000000000000000000000000000000000
0xb8872193DC7e8B604101896864Ab47764353Bc2D,1,0,0x0000000000000000000000000000000000000000
0xCc708A199b8565c09BA2c0BD5fefa53Aaf2036Dc,1,0,0x0000000000000000000000000000000000000000
0x3C9002CdB61C56B89467D94a2D93235DFD698089,1,0,0x0000000000000000000000000000000000000000
0xC4aEC60de553c5db9e4d4f4814C68B32195c2f07,1,0,0x0000000000000000000000000000000000000000
0x4d690Ee087e76A49efC35B8314cd4307cA60673b,1,0,0x0000000000000000000000000000000000000000
0xc3df23D779100329801eDc5b8599eD83eed6be5B,1,0,0x0000000000000000000000000000000000000000
0xd56aE1D33628Ebe94606A24e7c4f72909e611196,1,0,0x0000000000000000000000000000000000000000
0xd7DEf1b4F0e92cE220CBcd82E8A303f7DafF0322,1,0,0x0000000000000000000000000000000000000000
0xd516c9877578f3d21c4221fbD3cB8D2a17312EBe,1,0,0x0000000000000000000000000000000000000000
0x9Db3B4Adc4D4e3e60C9d2761ecC913a68c8D0519,1,0,0x0000000000000000000000000000000000000000
0xEd2c95209938EC8D2430fF39252F13eD07992904,1,0,0x0000000000000000000000000000000000000000
0x04c3ce88BB03a6b3dDa30DEEfF9cea3e83a56560,1,0,0x0000000000000000000000000000000000000000
0x3345429fe524f69C7832559b0c6401185E3B2841,1,0,0x0000000000000000000000000000000000000000
0x0c1da8F76e825D2221eBaA912F138933F5729155,1,0,0x0000000000000000000000000000000000000000
0xFAe3Cb021F2643Cc07512df7579c4555A5291eC2,1,0,0x0000000000000000000000000000000000000000
0x8Bcf10D5bD8a0FF835221dD2a9C794B435c52813,1,0,0x0000000000000000000000000000000000000000
0x86a8BDAA13854aB7C9A1084aBec2Ea0727042D3D,1,0,0x0000000000000000000000000000000000000000
0x5041D8eBA0CE244cb7D3321C21Dc02cbeb7F7Df6,1,0,0x0000000000000000000000000000000000000000
0xCa07237E436f451afb66a38F017CE552b76440aa,1,0,0x0000000000000000000000000000000000000000
0xF46962519cb1Ca150dF8799bc9C469B03CfB39d5,1,0,0x0000000000000000000000000000000000000000
0x45d21101A2f9EC8Fb7a0559a7B8ae06a33343dd0,1,0,0x0000000000000000000000000000000000000000
0xEe755Da6D2483C2E0190FE220AC2d4eABA89B1D0,1,0,0x0000000000000000000000000000000000000000
0xb4A0163C73A4cdBccE0160df4DE61aADBE66D527,1,0,0x0000000000000000000000000000000000000000
0x13D51ff68E6aA252E6D4F10E4DF6dD7118F81cDc,1,0,0x0000000000000000000000000000000000000000
0x065C85dCbeaDA4DA3F4A389Fcfc9665DFfa1D490,1,0,0x0000000000000000000000000000000000000000
0xc6a110A703a59c02902286361d7859494d9173Db,1,0,0x0000000000000000000000000000000000000000
0x45370E48e10B5D26fD0Bc611ea4513a129Af13dE,1,0,0x0000000000000000000000000000000000000000
0xA0D09dd6130596c3fadb66Ac6d94eD982510CDEF,1,0,0x0000000000000000000000000000000000000000
0xeA2AAcC2B9C02981CCC458083bAa3bAEad5e54f0,1,0,0x0000000000000000000000000000000000000000
0xf286E07ED6889658A3285C05C4f736963cF41456,1,0,0x0000000000000000000000000000000000000000
0x0D38F2f4950E9E9a28A79f646F2e80ba95994b6b,1,0,0x0000000000000000000000000000000000000000
0xDfB24A3aEB768F623e3fD50865Cf9A39b90f719b,1,0,0x0000000000000000000000000000000000000000
0xE86C1F0a22620E8Ada5afEb037Fd2Bef67b96283,1,0,0x0000000000000000000000000000000000000000
0xB19Fe973eDD97E971534F6C46d96f2B109d3F1dE,1,0,0x0000000000000000000000000000000000000000
0xc5B66828AC4704Cd9D693B906B4a439B64899554,1,0,0x0000000000000000000000000000000000000000
0xFbe41E76F1F52B9A3D48a4a4b10F432644A0f772,1,0,0x0000000000000000000000000000000000000000
0x5b39CF259318d6ca0D32dc0898F9a696527FBB9e,1,0,0x0000000000000000000000000000000000000000
0x594B9ee83194A743d65F0345275ab33ef021d9b4,1,0,0x0000000000000000000000000000000000000000
0xBf3551835543b6feCE3003d9088D6839e7e7715d,1,0,0x0000000000000000000000000000000000000000
0x44d2Bff35bEb10b6E53a4Bdb16595c6b8aBD2f2E,1,0,0x0000000000000000000000000000000000000000
0x96E21F2B343879Bd0321D83993bF019C4601cDDD,1,0,0x0000000000000000000000000000000000000000
0x1b0F03087e5CEc8d1FCCfA6014F1cA20160F402c,1,0,0x0000000000000000000000000000000000000000
0x85E9c743172F1d7ed4652fdf27f571453CAf3CeB,1,0,0x0000000000000000000000000000000000000000
0xBC5bacD70f723c82C4b43C099E46CC668667306C,1,0,0x0000000000000000000000000000000000000000
0x3e6559bEf27648df8804aCeBb26652BaA4fB08f9,1,0,0x0000000000000000000000000000000000000000
0x92B88F0741fa29638EdB8d8D07c82761A265E195,1,0,0x0000000000000000000000000000000000000000
0x6Cf5Efa0fD47960E1574a64Dd65C68Da9f98b206,1,0,0x0000000000000000000000000000000000000000
0xD251630398362078a45eEF6A7E17504568F73EAd,1,0,0x0000000000000000000000000000000000000000
0x0fcb48A69043e4D480Da11f4196c3fA0FDE3E39F,1,0,0x0000000000000000000000000000000000000000
0x2DfDdC72B4a0b6027282539ED22e6239268c1cfB,1,0,0x0000000000000000000000000000000000000000
0xfb14f6DCE8D1e717f30019C790B63bcE82447Fb9,1,0,0x0000000000000000000000000000000000000000
0x04306c36ED35D0bBF58E030dEcf3C75902Dbaf15,1,0,0x0000000000000000000000000000000000000000
0x3F7E2D09cb8942d342A9ed64b57662BdfBcE9D6d,1,0,0x0000000000000000000000000000000000000000
0xbBa173890dE5004D05FaF2e25C461C704a2D53Fd,1,0,0x0000000000000000000000000000000000000000
0x19a648cb41e2944F4826d86712fBF3B0A19e5fA5,1,0,0x0000000000000000000000000000000000000000
0x99655CA16C742b46A4a05AFAf0f7798C336Fd279,1,0,0x0000000000000000000000000000000000000000
0x207F4F832a08ff943894b7DEFfA48E47CAF2AdFD,1,0,0x0000000000000000000000000000000000000000
0x7CFc5304E8433D4E966AD7E3E82e611FDF7BB98a,1,0,0x0000000000000000000000000000000000000000
0xb08936E2a55dd4e7eD0bBb75bEECC9bFb47BC432,1,0,0x0000000000000000000000000000000000000000
0x048039B1dC0E9Ef2f027E755eD5C42E2556703Ed,1,0,0x0000000000000000000000000000000000000000
0xbba2379F5cc9A2f248C5Cf18aD72379AE2478F42,1,0,0x0000000000000000000000000000000000000000
0xC4AA1E55D69584EF22eC4dFc86E74F6dD4a265e3,1,0,0x0000000000000000000000000000000000000000
0xA6b925F81E7de3Bf61fAD249f2dCf8C9A952612F,1,0,0x0000000000000000000000000000000000000000
0x0C8bb8d815a13feb15A5293af2d40453238426d8,1,0,0x0000000000000000000000000000000000000000
0x829E297C8cc1eb84958D218B193cd178F36475CA,1,0,0x0000000000000000000000000000000000000000
0x01Eff757EA17955BeaE3317444d8EE418C2FD845,1,0,0x0000000000000000000000000000000000000000
0x300e780479437092CD0A40A6f3B7eaE5dcd33226,1,0,0x0000000000000000000000000000000000000000
0x8b9180A4bd33Fa90cDeC4729C03D9C233eA9975c,1,0,0x0000000000000000000000000000000000000000
0x4f42682518b4CcbB01aaaC4a00634b9b5eb0dCAD,1,0,0x0000000000000000000000000000000000000000
0xBB04C33f98F4a467De2305D328F04D384F25dba0,1,0,0x0000000000000000000000000000000000000000
0x01CC04F495Ac2F1af22eC1b71e63da574216a996,1,0,0x0000000000000000000000000000000000000000
0xa402212Bc41Fe6fa84c357F2e5A92d786917E890,1,0,0x0000000000000000000000000000000000000000
0x866c1C7c5827E80842b3a2Dc7a5dA2E17f93A9Ab,1,0,0x0000000000000000000000000000000000000000
0x32759F682532Dc6dE41841b9FdEd23E136b1c5fF,1,0,0x0000000000000000000000000000000000000000
0x985Fe694ABf3C0c2a1164AE0D577a221543E687a,1,0,0x0000000000000000000000000000000000000000
0x660524B65465466244210a8fa09e7784De35d473,1,0,0x0000000000000000000000000000000000000000
0xf033618C0eeEB9342641A227C17D76c799866F52,1,0,0x0000000000000000000000000000000000000000
0x578241ED8b42d4a539651D5CEb942cCc4e61318A,1,0,0x0000000000000000000000000000000000000000
0x5CCD3D48E4fD0F2F0fd717b7C7f1F721CdfC3802,1,0,0x0000000000000000000000000000000000000000
0x52d04CCE5f0B3c45a0820F924674eaf92041db25,1,0,0x0000000000000000000000000000000000000000
0x69923e3dD2C6a8a1551dC3e8499A9FF48b11efFB,1,0,0x0000000000000000000000000000000000000000
0x8Bd10f08040E4884Fa75c237AAc3A00A3b296C6f,1,0,0x0000000000000000000000000000000000000000
0x6bDE00FB791252eDA0efBb42dd14e153cb2eD06c,1,0,0x0000000000000000000000000000000000000000
0xC2B9a4b63fb3e4749b402ade90C4282b1E4852DD,1,0,0x0000000000000000000000000000000000000000
0x1628C22d246Ca2D669F0E573c2bBE096370e7Cf0,1,0,0x0000000000000000000000000000000000000000
0x9534272cC683DE6EAC0ea0c2c7c092159df4Ebf0,1,0,0x0000000000000000000000000000000000000000
0xA3e359d58407D2a3BbCc956BDd36F40892345FCE,1,0,0x0000000000000000000000000000000000000000
0x62365E0af7b6A188D063825AFa3399Ba0b5AA7Cd,1,0,0x0000000000000000000000000000000000000000
0xb9D9E36765171FB7f910386c372b12D7D8C0D9b6,1,0,0x0000000000000000000000000000000000000000
0xdd3007BBbcd19688A976f42B7dED64B637a7186f,1,0,0x0000000000000000000000000000000000000000
0x84788abFe3c785a1daB5F81e35e9eAEB943208a7,1,0,0x0000000000000000000000000000000000000000
0x63610D199A9a367EDE18376e142D2f8aa4B14fb1,1,0,0x0000000000000000000000000000000000000000
0x149c5af238267F6e3a1745570dF1280f939b4A88,1,0,0x0000000000000000000000000000000000000000
